id,GICS_P_1,GICS_P_2,GICS_P_3,GICS_P_4,SoC_P_1,SoC_P_2,SoC_P_3,CSC_P_1,CSC_P_2,CSC_P_3,CSC_P_4,SACS_P_1,SACS_P_2,SACS_P_3,SACS_P_4,GICS_1,GICS_2,GICS_3,GICS_4,SoC_1,SoC_2,SoC_3,CSC_1,CSC_2,CSC_3,CSC_4,SACS_1,SACS_2,SACS_3,SACS_4,MAS_UK_1,MAS_UK_2,MAS_UK_3,MAS_UK_4,MAS_UK_5,MAS_UK_6,MAS_UK_7,MAS_UK_8,MAS_UK_9,MAS_UK_10,MAS_UK_11,MAS_UK_12,MAS_UK_13,MAS_UK_14,MAS_UK_15,MAS_UK_16,MAS_UK_17,MAS_UK_18,MAS_UK_19,MAS_UK_20,MAS_UK_21,MAS_UK_22,MAS_UK_23,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,study,experience,happy,tests,test_hours,test_attempts,test_result,skills,gender,age,ethnic,UK,native,psychology,stage,qualification
R_3paIRhmQzBAB5ua,2,3,2,2,3,1,5,1,2,5,5,1,4,1,2,2,3,1,2,1,1,5,1,1,5,5,1,4,1,2,3,1,5,5,2,3,5,4,1,1,1,1,2,3,1,1,2,3,2,2,2,3,5,2,3,2,2,1,2,2,4,4,3,2,3,2,1,2,2,3,1,1,3,7,2,5,4,1,1,100,1,1,18,7,2,1,1,1,IB Diploma (A-level equivalent)
R_1i5qzF03vEWpVKn,1,2,3,2,2,2,4,3,3,2,3,2,2,1,1,1,2,3,2,3,3,4,3,3,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,2,2,2,3,1,2,1,2,3,2,3,1,1,2,2,3,2,2,2,7,1,7,6,2,1,95,4,2,18,1,1,1,1,1,A-levels
R_2EEoDqCOe7X3J5t,2,3,2,1,3,2,4,2,3,4,4,1,3,1,3,2,3,2,2,3,2,3,1,4,3,3,1,3,1,3,1,1,3,1,1,4,1,2,1,1,2,1,1,1,2,1,1,3,1,1,1,1,2,2,3,3,4,3,2,3,2,3,1,2,4,3,2,2,3,3,2,1,3,1,1,3,5,7,3,70,2,1,18,8,2,2,1,1,BTEC International Baccalaureate 
R_3R9DzMRZotf8YNb,1,3,2,2,2,2,5,1,2,4,4,1,3,1,2,1,2,2,1,2,2,5,1,2,5,5,1,4,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,3,2,2,1,2,1,3,1,3,3,2,2,1,1,1,2,3,3,2,2,4,1,6,5,0.5,1,8,3,2,18,9,1,1,1,1,A-levels
R_2WwiqYR8YLtKMp2,1,3,4,4,2,3,5,3,5,2,2,3,2,1,3,1,4,4,4,3,4,3,4,5,1,2,3,2,1,3,2,1,4,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,3,2,2,1,2,1,2,3,3,4,3,2,3,1,1,3,4,3,1,2,3,5,1,2,3,1,2,60,2,2,18,9,1,1,1,1,A-levels
R_1LnBmfXf6uSpzPL,2,5,4,3,3,3,5,1,3,5,5,1,3,1,3,1,5,4,2,4,5,1,1,3,5,5,2,2,1,3,2,2,4,2,1,4,2,2,1,1,2,1,1,4,2,1,1,3,2,3,1,1,3,1,3,1,2,1,2,2,3,4,3,2,2,2,1,2,3,1,2,4,2,1,1,1,6,0,3,100,2,2,18,9,1,1,1,1,A-levels
R_3QKLxKod8s2P0lt,1,1,3,3,1,3,5,2,3,5,5,1,3,1,1,1,2,2,2,1,1,1,2,2,5,5,1,3,1,1,2,2,3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,3,2,2,1,1,1,1,3,1,2,2,20,1,6,6,5,3,80,3,2,18,7,1,1,1,1,BTEC Health and Social Care L3
R_1FanPemaGapmfsr,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,4,4,4,4,4,3,3,3,3,2,2,2,2,1,2,4,2,2,5,5,3,1,2,1,1,2,2,2,1,1,5,2,2,1,2,5,1,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,1,1,6,2,2,9,2,2,18,1,1,1,1,1,A levels
R_2B4fsKKAedpKJBh,1,2,3,2,1,1,5,2,4,3,4,1,1,1,2,1,2,2,2,2,2,5,2,3,3,4,1,4,1,2,2,1,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,2,1,3,1,1,2,1,1,1,3,2,2,3,1,1,2,3,2,1,1,1,8,1,7,6,1,2,7,2,1,25,9,1,1,1,1,Foundation Year at CCCU
R_3hu57WpqMXOfdZ6,2,3,4,5,2,3,5,1,3,2,4,1,2,1,2,1,2,2,2,1,1,5,2,3,5,5,2,3,1,2,4,1,2,1,1,4,4,3,1,2,1,2,1,2,3,2,1,5,4,2,3,1,5,1,3,2,2,1,2,3,3,4,2,4,3,1,1,2,4,1,1,3,2,7,1,6,7,2,3,70,3,2,18,10,2,1,1,1,35 in the IB
R_2dNq7eLDpTwOJ5L,2,5,5,5,4,4,2,3,4,2,2,3,1,2,4,3,5,5,3,4,5,2,3,4,2,2,4,2,2,4,5,1,5,1,3,5,5,3,1,2,1,1,2,1,1,1,3,5,2,2,3,1,5,1,4,2,2,2,1,2,4,4,4,4,4,4,2,4,4,2,3,3,2,3,1,2,7,1,2,100,3,2,19,9,1,1,1,1,A-levels
R_2aQQnnFlTYGH90b,2,4,4,2,5,5,4,3,4,2,3,2,1,1,2,1,3,2,1,3,4,4,2,3,4,4,1,3,1,2,2,1,4,1,2,3,3,1,1,2,1,1,2,1,1,1,1,3,1,1,3,2,4,3,2,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,7,1,3,7,2,2,100,2,2,18,9,1,1,1,1,A Levels
R_Qn900H6WXXsgquB,1,1,2,2,2,2,3,3,2,4,4,1,3,1,2,1,2,2,1,2,2,4,3,2,4,4,1,3,1,2,4,3,3,2,2,4,5,4,1,2,1,1,2,2,2,1,1,5,2,1,3,2,5,2,3,2,2,3,2,3,4,4,3,4,4,3,2,3,4,3,3,3,3,4.5,2,6,6,0.5,2,7,2,2,18,9,1,1,1,1,A-levels and BTEC
R_2dvj8J0eLRQtmYh,3,3,2,4,3,3,4,3,3,3,2,2,3,1,1,3,4,3,4,3,3,4,3,4,2,2,2,2,1,2,3,3,3,2,2,4,3,3,1,3,1,1,2,2,1,1,2,3,2,1,3,1,3,1,4,2,1,2,2,3,2,4,4,3,4,1,2,4,4,3,3,2,2,10,1,2,7,2,2,100,4,2,19,9,1,1,1,1,A levels
R_3oMTWeMm2VnDrlK,3,5,4,4,4,3,4,3,5,1,1,3,2,2,3,3,4,3,3,4,3,2,4,4,2,4,3,2,2,2,5,5,5,3,3,5,5,4,2,4,3,3,3,3,4,1,1,4,3,2,2,2,4,1,3,2,2,4,2,3,4,4,4,4,3,4,3,4,4,4,4,3,3,7,1,6,5,1.5,2,8,3,2,18,9,1,1,1,1,IBCP and BTec
R_1mmHIfjO7g9KWgI,1,3,3,3,2,4,5,3,3,5,4,2,2,1,2,1,3,3,3,2,2,4,3,3,5,4,2,2,1,2,4,3,5,5,1,4,4,1,1,2,1,1,2,2,1,1,1,5,2,1,1,1,5,2,2,2,1,1,2,1,3,3,3,2,3,1,1,2,2,1,1,4,2,6,3,6,7,1,2,10,4,2,19,6,2,1,1,1,IB Diploma
R_3MPZqfNZUNZPQnb,3,1,2,2,1,2,5,1,2,3,5,1,4,1,2,3,5,3,2,1,1,5,1,2,2,5,2,3,1,2,3,2,5,2,3,5,4,4,1,1,2,1,2,2,2,1,2,4,4,3,4,2,4,1,2,3,1,3,1,3,3,4,4,4,4,4,4,3,4,3,1,3,2,4,1,6,3,1,4,9,2,1,22,9,1,1,1,1,Level 3 Extended Diploma 
R_2f7KJA57VmQubMI,3,4,4,3,3,3,4,2,4,3,2,2,3,1,2,3,4,4,4,3,3,4,2,3,3,2,2,3,1,2,4,2,5,3,2,5,2,4,1,4,3,2,1,3,3,1,3,4,4,2,1,2,4,4,4,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,4,2,6,3,3,7,1,4,3,2,2,18,9,1,1,1,1,A- levels 
R_6MC62UfmyhDc049,4,5,3,4,4,3,1,2,3,3,2,2,1,2,3,4,5,3,3,4,4,1,2,3,4,3,3,2,2,3,5,4,5,5,3,5,4,2,2,3,3,2,4,4,3,2,4,5,4,2,4,3,5,1,4,3,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,3,4,10,2,5,4,2,3,8,3,2,18,9,1,1,1,1,a-levels
R_po4zjKuar3bggDL,2,2,2,2,3,4,4,2,4,4,4,2,3,1,2,2,2,2,2,2,2,4,3,3,4,4,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,3,1,1,1,2,1,2,2,2,3,1,2,1,2,2,2,2,2,6,1,6,7,2,2,100,4,2,19,10,2,2,1,1,Abitur
R_2zvTPfGe5DzZp8G,1,3,5,4,2,2,4,1,4,3,2,1,4,1,2,1,4,3,2,3,4,3,2,4,3,2,2,2,1,3,3,3,5,1,2,5,5,3,1,4,2,5,3,2,5,4,4,5,4,4,5,2,5,2,4,3,3,4,3,3,4,4,4,4,4,1,3,3,4,4,4,3,4,4,2,6,6,2,3,7,2,2,18,10,2,1,1,1,IB DIPLOMA PROGRAMME
R_2Ec8og4UdaASJ9V,1,2,2,2,1,1,5,2,3,4,4,1,4,1,1,1,2,2,2,1,1,5,5,3,4,5,1,4,1,1,1,2,2,2,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,2,1,1,1,2,3,3,2,2,1,5,2,6,1,2,2,100,5,2,18,9,1,1,1,1,A-levels
R_1EgpY0lhGlrlPc2,1,3,4,3,3,5,3,3,4,1,1,1,2,1,2,1,2,3,2,3,2,4,1,2,3,3,1,2,1,2,1,2,3,2,1,4,3,1,1,2,1,1,1,2,2,1,1,3,2,1,2,1,4,2,3,1,1,2,1,1,1,2,3,2,4,2,1,1,2,3,2,2,1,4,1,6,7,1,2,9,3,2,18,7,1,1,1,1,A-Levels
R_3scVsDt05u6W1rK,3,2,4,2,2,1,5,2,3,5,4,2,3,1,3,3,4,3,2,3,3,4,3,4,3,1,3,2,1,4,3,2,2,1,1,3,4,1,1,2,1,3,3,2,4,2,1,3,2,2,2,1,4,2,2,3,1,4,2,2,3,2,1,2,2,1,2,2,3,3,2,1,2,30,1,3,6,3,2,60,2,2,18,7,1,1,1,1,A-levels
R_2Bo1QFRpLf6v1lr,2,3,3,4,4,3,4,4,4,3,2,2,2,1,3,2,3,4,4,3,3,4,3,4,3,3,2,2,1,3,1,3,4,3,1,3,1,3,1,1,2,1,2,2,1,1,1,3,1,2,3,2,5,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,4,3,3,3,3,2,5,6,1,4,80,3,2,18,8,2,1,1,1,A-levels
R_22AjELb5DMvd2Ju,2,3,3,3,3,4,2,3,3,2,3,2,1,1,2,2,4,3,3,3,4,1,3,4,2,3,1,2,1,2,2,2,3,1,1,4,2,1,1,1,1,1,1,2,2,1,1,3,2,2,3,1,3,3,2,2,1,3,2,2,1,2,2,3,4,1,1,2,2,3,2,1,2,5,1,6,6,1,2,9.5,4,2,19,1,2,2,1,1,A-levels
R_1hYlCJj6MOwWHGs,2,3,4,3,2,2,4,2,4,3,2,1,3,1,2,1,3,3,3,2,1,4,2,4,3,1,2,4,1,2,4,2,5,2,3,5,5,4,2,3,1,1,1,2,2,1,2,5,4,3,2,2,5,1,4,4,3,3,2,4,4,4,4,4,4,3,3,3,3,3,4,2,3,5,2,6,6,1,2,8,2,2,19,9,1,1,1,1,A-levels
R_33qGU3Gu9LvhXYc,2,4,4,4,3,3,5,2,2,2,3,1,2,1,3,2,4,4,4,3,3,5,2,5,1,2,2,3,1,4,2,2,5,1,1,5,3,3,1,2,3,4,1,3,3,2,3,4,4,3,4,1,5,2,2,3,2,1,3,3,3,2,2,2,1,1,2,3,3,4,2,1,2,4,1,4,3,1,2,60,3,2,23,9,1,1,1,1,BTEC 
R_2UaxzqhuNtAoCma,1,4,3,2,3,2,4,2,3,4,4,1,3,1,2,1,4,3,2,2,2,4,2,3,4,4,1,3,1,2,2,2,3,2,2,4,3,1,1,2,1,1,1,1,1,1,1,4,2,2,2,1,3,1,3,3,3,3,1,2,3,3,2,3,4,2,2,2,3,3,2,2,3,4,1,5,5,0,1,70,2,2,20,9,1,1,1,1,a-levels
R_2urDYamGPL0bfDX,2,1,1,1,1,1,5,1,4,1,2,1,3,1,3,3,1,1,1,3,4,5,2,3,3,3,1,3,1,3,2,2,3,1,2,5,2,3,1,1,2,2,3,2,1,2,2,4,1,1,1,1,4,1,3,2,1,2,1,2,3,3,4,3,3,2,1,2,2,3,2,2,2,5,1,4,4,2,2,7,3,2,19,9,1,1,1,1,A Levels
R_1laZprrCraWesF0,1,2,2,3,4,3,3,2,3,4,4,1,4,1,2,1,2,3,3,3,3,2,2,3,4,3,1,4,1,2,2,2,3,1,3,4,5,3,1,1,1,1,1,2,2,1,1,2,2,1,2,3,3,2,3,2,2,1,1,4,4,3,4,2,4,1,2,3,4,4,3,4,3,10,3,6,5,1,2,97,3,2,18,9,1,1,1,1,A-Levels
R_25zQU2F4YLAgGzs,5,5,3,3,4,2,4,1,5,1,1,1,4,1,3,5,5,1,1,5,1,5,1,3,2,2,1,3,1,4,5,1,5,5,5,5,5,5,1,2,1,1,1,3,1,1,1,5,5,1,2,1,5,2,3,3,2,4,4,4,3,3,4,4,4,2,4,4,4,4,2,4,3,10,1,6,5,0,3,80,2,4,20,9,1,1,1,1,Access to HE Diploma 
R_23TE64YQ3lpWukM,1,3,1,1,2,2,5,1,2,4,3,1,3,1,2,1,2,1,1,2,2,4,1,2,4,4,2,3,1,2,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,4,3,2,1,1,1,1,2,2,3,3,1,1,1,1,2,2,3,1,1,1,6,1,4,6,1,1,9,2,2,19,9,1,1,1,1,A-levels
R_3h3dLzP4BbYLzAK,2,3,3,2,2,2,5,2,3,4,4,1,3,1,2,2,2,2,2,1,1,5,3,3,4,4,1,3,1,1,4,1,5,2,1,3,5,3,1,2,3,1,2,1,1,2,2,4,2,2,1,1,5,2,2,1,1,2,1,2,3,2,3,2,1,2,1,2,2,3,2,1,1,5,1,6,7,1,2,10,3,2,19,9,1,1,1,1,A-levels
R_DH8H4DKcCPdApC9,2,3,1,1,2,1,4,1,3,5,5,1,3,1,2,3,3,1,1,1,1,4,1,3,5,5,1,3,1,1,5,4,3,1,4,3,5,2,1,3,3,1,3,2,1,1,1,3,1,1,4,2,5,2,2,2,3,1,1,4,4,3,2,4,4,1,3,4,3,4,3,3,4,3,2,7,6,1,2,10,3,1,18,9,1,1,1,1,A-levels
R_2ZUGXHevB0QzlsH,2,4,5,5,4,3,1,1,3,1,1,2,2,1,3,2,4,5,3,3,2,1,1,4,1,1,2,3,1,3,4,1,3,2,2,5,3,4,1,2,2,3,2,1,3,1,4,5,2,2,1,2,5,2,3,2,2,3,2,3,3,4,3,3,4,2,2,3,3,3,2,1,2,8,1,6,5,2,2,7,3,2,18,8,2,1,1,1,D Business BTEC
R_2cCo9mhmwhfY1R2,4,4,4,4,3,4,2,2,4,2,2,3,2,2,2,3,4,3,3,3,3,3,2,3,3,3,2,2,1,2,2,3,4,4,4,5,4,3,1,2,2,2,3,2,2,2,2,4,1,1,1,1,5,1,3,4,3,4,2,4,3,4,4,4,4,3,3,4,4,4,4,2,4,5,1,4,5,1.5,3,8,3,2,19,5,2,2,1,1,A-Level
R_38hzYf8rykve1yN,1,3,4,4,2,1,4,2,4,3,3,1,3,1,2,1,4,5,5,2,1,4,2,3,2,2,1,4,1,3,1,2,3,3,1,3,5,5,1,2,2,1,3,3,1,1,2,5,4,1,1,1,5,1,2,3,2,1,1,4,4,4,3,4,4,3,4,4,4,1,4,4,4,2.5,1,5,7,1,2,98,2,2,18,7,1,1,1,1,A-Levels
R_3KBiVi3tZw8nvll,2,4,3,4,4,3,3,2,4,2,2,1,2,1,2,1,3,3,3,4,3,2,3,4,2,3,1,2,1,2,4,4,4,4,3,4,4,3,2,3,2,3,2,3,2,3,4,4,3,2,3,2,4,2,4,4,4,2,2,2,3,4,4,4,4,1,3,3,3,2,3,3,3,5,1,4,5,1,2,8.9,2,2,18,9,1,1,1,1,A-levels
R_12md2pwQIjwQtHf,3,5,4,4,3,3,5,3,4,4,3,2,2,1,2,2,5,4,3,3,3,5,3,4,4,4,2,2,1,2,2,3,5,1,2,5,3,2,1,2,3,1,3,2,1,2,2,5,2,2,2,2,5,1,2,2,2,2,1,2,3,4,3,3,4,1,1,4,4,3,4,3,2,8,1,5,5,1,2,9,2,2,19,9,1,1,1,1,A levels
R_1doCkGLHJ9LL7z5,2,5,5,5,5,5,1,4,5,5,5,3,1,2,2,2,5,5,5,4,5,1,4,5,5,5,3,1,2,2,4,2,3,2,2,2,4,2,1,3,2,1,3,2,1,1,1,2,3,1,3,2,4,2,2,3,2,1,2,3,2,1,2,1,3,1,2,1,2,1,2,1,3,3,1,2,6,1,1,7,2,2,19,9,1,1,1,1,A level
R_33EBjOR0ue6QKse,1,2,3,2,1,1,5,1,1,4,4,1,4,1,2,1,4,4,3,3,3,3,2,2,3,3,1,3,1,3,4,3,5,1,2,2,4,2,1,1,1,2,3,1,1,2,2,4,4,2,4,2,5,3,1,2,1,1,1,2,1,2,3,1,1,1,1,1,1,3,1,1,1,5,1,4,1,0,2,0,3,2,19,7,1,1,1,1,A levels
R_pSiGoh86SmP2HAJ,1,3,2,1,2,4,3,1,3,4,2,2,2,1,2,1,2,2,1,3,3,2,2,3,2,4,3,2,1,3,2,1,4,1,2,5,1,1,1,3,1,2,1,1,2,3,4,5,2,3,2,1,4,1,4,4,3,3,3,4,3,4,4,3,4,2,3,4,4,3,4,3,2,6,1,5,3,2,1,10,4,2,19,9,1,1,1,1,A-levels
R_6utBnb3WdMKeDWp,2,5,5,5,4,4,3,4,4,4,4,4,1,1,2,3,5,5,4,4,4,3,3,4,2,3,2,2,1,2,4,3,5,2,2,5,5,1,2,4,2,2,3,3,2,1,1,5,1,2,2,3,5,1,2,2,1,1,1,2,2,1,1,2,2,2,2,3,3,2,3,1,2,5,1,7,6,1,2,10,3,2,22,10,2,2,1,1,high school baccalaureate
R_XGHnoDVHmhs35IJ,2,2,2,2,4,4,4,4,4,3,3,1,2,1,2,3,3,3,3,2,3,4,4,4,4,4,1,2,1,2,2,1,1,1,1,3,2,3,1,2,1,1,1,1,2,1,1,3,2,2,2,2,2,1,4,2,3,3,2,3,3,4,4,4,4,3,3,4,4,3,2,3,3,8,1,6,6,2,3,9,3,2,32,9,1,1,1,1,A levels
R_YaGgXDz0nFJBfot,1,1,4,4,3,4,1,4,3,3,3,2,1,1,2,2,3,3,3,2,3,3,4,4,2,2,1,2,1,2,2,3,3,2,2,1,2,2,3,3,3,3,4,2,1,1,1,3,2,3,2,2,1,2,1,3,1,2,1,2,1,2,3,2,1,1,2,1,1,1,2,1,2,4,3,6,7,0,2,6,4,2,18,6,1,1,1,1,A-levels
R_22XiY93prvv4tLg,3,2,5,3,2,4,5,3,4,2,3,2,2,1,1,1,2,2,2,5,5,5,4,4,1,1,1,4,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,8,1,5,7,1,2,100,3,2,58,9,1,1,1,1,FCII - BA equivalent
R_2rNIqQf2rUUZxqf,3,4,3,4,3,3,4,2,3,4,4,2,2,1,1,1,2,4,4,2,2,4,2,3,3,3,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,1,2,3,3,2,5,6,2,3,8,3,2,18,9,1,1,1,1,A levels
R_2XnFLYFOJ3OUl4e,1,3,1,2,3,3,1,4,5,1,1,3,1,1,2,1,3,2,1,3,3,1,4,5,1,2,2,2,1,2,4,2,1,1,1,4,4,2,1,3,1,1,1,1,2,1,1,5,3,2,3,1,3,1,3,3,4,2,3,3,3,4,4,3,4,1,2,2,2,2,2,3,2,7,1,5,6,1,2,9,3,2,18,6,1,1,1,1,A level 
R_80KJXnxBRiGwPXX,2,2,2,3,4,4,1,5,5,1,1,3,1,1,4,2,3,2,2,1,2,1,4,5,1,1,3,2,1,4,1,1,1,1,2,2,2,1,1,1,1,1,3,2,1,1,1,4,1,1,2,1,1,2,2,2,1,4,1,4,2,1,2,2,4,1,1,1,2,3,1,2,1,1,1,1,2,1,1,0,1,2,18,7,2,1,1,1,A levels
R_3iR03XaviqEM0pe,2,4,4,4,1,5,2,1,1,5,4,2,1,1,1,1,3,4,2,4,4,3,2,3,5,4,2,1,1,1,3,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1,2,1,1,1,3,3,2,2,2,2,1,2,3,2,1,1,1,1,6,2,6,6,1,1,100,2,2,18,9,2,1,1,1,AP 
R_Wrr1LeuAAt83NZv,4,5,5,5,3,3,2,4,4,2,1,4,1,2,3,3,4,4,5,3,3,3,3,5,3,3,3,1,2,3,5,5,2,3,1,5,5,3,2,3,1,4,4,4,3,2,4,5,5,3,5,3,3,1,3,3,3,1,2,3,3,3,4,4,4,4,2,3,4,4,4,3,3,3,1,5,4,1.5,2,90,4,2,18,11,2,2,1,1,IB 
R_1mtm6esU5crGFkM,2,3,3,3,2,2,5,1,2,4,4,1,4,1,2,2,2,2,2,1,2,5,1,2,4,5,1,4,1,2,3,2,4,1,2,4,4,2,1,2,1,2,2,2,2,1,1,3,2,1,1,1,3,2,2,2,1,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,2,6,1,6,7,3,1,100,4,2,19,9,1,1,1,1,A-levels
R_2BqRDc7TEmlR3fO,3,5,5,5,4,4,3,3,3,2,4,2,2,2,3,2,5,5,5,4,4,3,4,5,1,2,3,2,2,3,4,1,4,1,2,4,4,3,1,3,3,2,2,2,3,2,2,5,4,2,4,2,4,2,4,3,3,3,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,1,3,5,1,3,8,3,2,29,10,2,2,1,1,IB Diploma 
R_1rP7suBzXyXNHYl,1,3,4,2,4,3,5,2,4,2,2,3,1,1,3,1,4,2,1,3,3,3,2,4,4,4,2,2,1,2,3,1,1,1,1,2,5,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,2,4,2,2,4,3,3,3,1,1,2,3,3,2,1,3,5,1,3,5,2,2,8,2,2,19,9,1,1,1,1,A-level
R_yyzlT1giYsiQY25,2,1,2,2,1,1,2,2,4,2,3,2,2,1,2,2,2,2,2,5,2,5,1,5,3,3,2,3,1,2,2,2,2,1,1,5,4,3,1,1,2,1,2,1,2,1,3,5,1,1,4,2,4,1,4,4,3,3,1,3,4,4,4,4,4,2,2,4,4,3,3,2,2,6,1,4,5,60,2,10,2,2,18,9,1,1,1,1,A levels
R_2cAs9DZAHyxbLmo,1,1,2,2,3,2,2,1,2,4,5,1,3,1,3,1,2,2,2,4,3,2,2,2,4,5,2,3,1,3,3,4,5,1,1,5,5,1,2,3,3,2,1,2,4,3,5,5,3,3,4,1,5,2,2,4,3,2,1,3,4,4,3,4,4,1,2,3,4,3,2,2,3,5,2,5,6,1,2,90,3,2,18,9,1,2,1,1,A-levels
R_31KJgZuZMu7uh5q,3,5,4,5,5,4,1,1,5,1,1,3,3,3,3,5,5,5,5,4,4,1,2,4,1,1,4,1,4,4,4,4,5,3,4,4,5,3,1,2,1,2,2,3,2,2,2,4,3,2,5,3,5,1,2,3,2,2,3,3,2,4,3,4,2,1,2,3,4,3,2,1,2,7,1,1,3,3,2,6,2,2,18,10,1,1,1,1,A-levels 
R_3rYChC4p2Gaw1j7,2,3,1,2,1,1,5,1,3,3,3,3,2,1,2,2,3,2,2,4,4,2,2,3,3,3,2,2,2,3,2,2,3,1,2,3,3,3,3,2,2,2,3,2,3,2,2,4,1,3,2,1,3,1,4,3,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,7,2,4,7,2,3,10,4,2,18,9,1,1,1,1,A-Levels
R_1cSKZt7sh0TwwuK,2,4,4,4,4,3,3,3,4,4,4,3,2,2,3,2,4,2,3,3,3,2,2,3,3,3,2,2,2,2,3,3,4,3,3,3,4,2,1,2,2,2,2,2,2,2,1,3,3,3,3,3,4,1,3,2,2,2,2,3,4,3,2,3,3,1,2,3,3,3,3,2,2,6,1,5,5,2,2,90,3,2,18,9,1,1,1,1,A-levels
R_2vZVvNE6vOxTuhb,2,2,3,2,4,3,5,4,4,4,4,2,2,1,1,2,2,3,2,4,4,5,4,4,4,4,2,2,1,2,5,5,4,4,4,4,5,3,1,4,3,1,4,3,1,1,1,3,3,1,4,3,4,2,3,2,1,1,1,1,4,3,3,3,3,3,2,4,3,2,3,2,2,2,1,5,3,1,2,8,2,2,18,9,1,1,1,1,Diploma 
R_1goHOOKT5wHbytl,2,5,3,4,2,2,5,3,5,3,2,1,3,1,2,2,4,3,3,2,2,5,3,5,3,2,1,3,1,2,2,1,5,1,1,5,5,3,1,1,1,2,2,2,3,1,3,5,3,3,4,2,5,1,4,3,3,2,1,2,4,4,4,4,4,3,4,4,4,3,4,4,2,4,2,6,7,1,2,100,4,2,18,5,2,2,1,1,A-Levels
R_1mOYZvEOUjeRxQq,2,2,3,3,2,2,5,2,3,5,4,1,3,1,2,2,2,2,3,2,2,5,2,3,5,4,1,3,1,2,1,2,3,3,3,3,2,2,1,1,1,1,2,2,2,1,1,3,2,1,1,3,4,2,3,2,3,1,1,2,3,3,2,3,3,4,2,2,2,2,2,2,1,5,3,6,6,0,2,10,1,1,18,9,1,1,1,1,A-levels
R_1JPgmv8afZFsNhq,1,4,2,2,4,3,5,2,3,3,2,1,4,1,2,1,2,2,2,3,3,5,2,3,4,4,1,4,1,2,2,3,2,2,1,4,3,3,1,2,1,2,2,1,3,2,2,4,2,2,1,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,3,2,2,2,5,1,5,6,1,3,9,3,2,19,5,1,1,1,1,A-levels
R_3DjRM7j1ysAptvM,3,5,2,3,2,3,5,1,4,2,4,1,3,1,1,1,4,3,2,2,3,4,2,3,4,4,2,3,1,2,1,1,2,1,2,4,3,2,1,2,3,2,2,1,3,1,2,3,2,1,1,1,3,4,1,1,1,3,2,1,2,2,2,2,3,1,1,1,1,4,2,2,1,3.5,2,2,6,1,2,9,2,2,18,10,2,2,1,1,A-Levels x3
R_UfQTFMCI0cIGm4N,3,4,4,4,2,2,1,3,4,2,2,2,4,1,2,3,3,2,2,3,3,4,3,4,2,3,2,3,1,1,2,2,2,1,2,3,3,3,1,2,1,1,1,2,2,1,1,3,1,1,2,1,3,1,2,2,3,1,1,2,3,3,3,3,4,3,3,4,4,2,3,2,3,5,1,6,1,1,3,100,4,2,19,9,1,1,1,1,A-levels 
R_2PjmYQfbB2Jkrbm,1,3,3,2,1,2,5,1,1,5,5,2,3,1,1,1,2,3,3,1,1,5,1,1,1,1,2,2,1,1,2,1,2,1,1,4,2,2,1,2,1,1,2,2,2,1,1,4,2,1,2,1,2,3,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,6,1,6,6,1,3,9,4,2,20,7,1,1,1,1,a levels
