id,GICS_P_1,GICS_P_2,GICS_P_3,GICS_P_4,SoC_P_1,SoC_P_2,SoC_P_3,CSC_P_1,CSC_P_2,CSC_P_3,CSC_P_4,SACS_P_1,SACS_P_2,SACS_P_3,SACS_P_4,GICS_1,GICS_2,GICS_3,GICS_4,SoC_1,SoC_2,SoC_3,CSC_1,CSC_2,CSC_3,CSC_4,SACS_1,SACS_2,SACS_3,SACS_4,MAS_UK_1,MAS_UK_2,MAS_UK_3,MAS_UK_4,MAS_UK_5,MAS_UK_6,MAS_UK_7,MAS_UK_8,MAS_UK_9,MAS_UK_10,MAS_UK_11,MAS_UK_12,MAS_UK_13,MAS_UK_14,MAS_UK_15,MAS_UK_16,MAS_UK_17,MAS_UK_18,MAS_UK_19,MAS_UK_20,MAS_UK_21,MAS_UK_22,MAS_UK_23,TAI_1,TAI_2,TAI_3,TAI_4,TAI_5,TAI_6,TAI_7,TAI_8,TAI_9,TAI_10,TAI_11,TAI_12,TAI_13,TAI_14,TAI_15,TAI_16,TAI_17,TAI_18,TAI_19,TAI_20,study,experience,happy,tests,test_hours,test_attempts,test_result,skills,gender,age,ethnic,UK,native,psychology,stage,qualification
R_SDbio3xlxU3Wlgt,3,2,3,2,2,2,4,1,2,2,4,2,2,1,1,1,2,1,3,2,2,3,1,1,3,2,1,3,1,2,2,1,3,1,1,4,3,4,1,2,1,1,2,1,1,1,1,3,3,2,4,1,3,2,2,2,1,1,1,2,1,4,3,3,4,2,2,2,4,2,2,3,3,5,1,5,5,1,4,8,4,2,18,9,1,1,1,1,A-levels and BTEC
R_2VJH7XGKYYPA11P,1,2,3,5,3,3,2,2,4,2,2,2,1,1,2,1,3,5,5,4,4,3,2,4,3,2,2,2,1,2,4,4,3,2,3,3,4,4,1,3,2,1,2,1,1,1,2,4,4,2,2,3,3,2,2,2,1,3,2,2,3,4,4,4,4,3,2,2,2,1,2,2,2,3,1,3,5,1,3,50,2,2,18,7,1,1,1,1,A-level
R_2YnQpToOHRqsBwb,1,2,3,3,2,2,4,1,2,4,4,1,4,1,2,1,2,2,3,1,2,4,1,2,4,4,1,4,1,2,2,3,3,1,1,2,2,3,1,3,1,1,1,2,3,2,2,4,2,1,2,1,3,3,1,2,2,2,3,1,2,4,3,1,2,1,3,1,2,1,1,2,1,6,3,6,7,1,2,9,4,1,20,11,1,1,1,1,A-levels
R_239vTmC5wXsOWha,1,3,3,4,2,3,4,2,3,4,4,2,3,1,3,2,3,3,4,3,3,4,2,3,4,4,2,3,1,4,2,2,3,3,2,3,3,3,1,2,2,1,3,2,3,1,2,3,4,2,3,2,4,1,3,2,3,3,2,3,3,3,3,3,4,2,3,3,3,3,3,4,3,8,2,5,5,3,2,80,4,2,18,9,1,1,1,1,A level
R_3l7moqzcXTLH5bX,2,4,4,4,3,4,1,1,3,4,4,3,2,2,2,2,4,2,3,3,4,1,1,3,4,3,2,2,2,3,5,2,5,5,1,5,5,3,3,5,4,4,5,5,5,3,5,5,4,3,5,3,5,2,2,2,3,3,3,2,2,3,3,3,3,1,2,3,3,3,2,3,4,5,1,2,2,1,4,7,3,2,18,5,2,2,1,1,a levels
R_1YvLP7KB3cWspr3,3,2,2,2,3,2,4,1,3,5,5,1,3,1,1,2,2,1,3,3,1,4,2,3,5,5,2,3,1,1,2,4,4,2,3,3,3,4,1,1,2,1,3,2,1,1,1,4,2,1,1,2,3,2,3,1,2,2,2,2,1,3,3,4,4,1,3,3,3,2,3,2,2,5,3,7,5,2,2,8,3,1,19,9,1,1,1,1,A-Levels
R_29a0wVVoXvbzcTZ,3,5,5,5,2,3,3,4,5,1,1,2,2,1,3,2,5,5,5,5,5,1,4,5,5,5,3,2,1,4,5,5,5,3,2,5,5,4,1,3,3,5,2,5,5,2,5,5,5,5,4,4,5,1,4,4,3,4,2,4,3,4,3,4,4,2,4,4,4,3,4,3,3,8,1,1,2,3,5,8,1,2,19,7,2,2,1,1,gymnasietexamen - swedish high school qualification
R_1mym7mW9yjNhSRD,3,5,5,4,3,3,2,2,3,2,2,2,1,1,2,3,5,5,5,4,4,1,1,3,4,4,2,3,2,2,4,2,5,1,1,5,4,3,1,3,1,1,2,1,2,2,2,5,3,3,3,3,5,1,4,2,3,3,3,3,4,4,4,3,4,3,3,4,4,4,3,4,4,8,1,5,5,2,3,9,2,2,19,9,1,1,1,1,a-levels
R_1kZbqzk3eCQdvMR,2,3,3,3,3,2,4,2,4,3,4,1,2,1,2,1,3,2,2,2,3,4,2,3,4,4,1,3,1,2,2,1,5,3,2,2,4,3,1,1,1,1,1,1,2,1,2,4,2,1,2,1,5,2,2,1,2,2,2,1,1,3,2,2,4,3,2,2,2,1,2,1,2,6,1,3,3,2,2,100,3,2,18,9,1,1,1,1,alevels
R_1Cx8o1rmUzmwzLf,2,4,3,3,3,2,2,3,3,4,4,2,3,1,2,2,3,3,3,2,2,3,2,3,4,4,1,3,1,2,1,1,4,1,3,5,4,4,1,1,3,2,1,2,2,1,4,5,3,2,4,1,5,2,3,1,1,1,2,2,4,4,4,3,2,1,2,3,4,1,3,2,2,5,2,6,7,1,1,100,4,2,18,9,1,1,1,1,A-Levels
R_3HZY197sxwDmkRh,3,4,4,3,3,2,3,2,4,4,3,2,2,1,2,2,3,2,1,3,2,4,3,4,5,4,1,3,1,1,3,2,5,2,2,5,4,3,1,4,1,2,2,2,4,2,2,3,2,2,3,1,4,1,3,3,4,2,2,4,4,4,4,4,4,3,4,4,4,3,4,3,4,6,1,6,5,4,2,75,3,1,20,9,1,1,1,1,A-levels
R_2AN2cAbdvxTcIcB,2,3,3,3,2,2,4,2,3,2,3,1,4,1,2,1,2,3,3,2,2,4,2,3,2,3,2,3,1,2,1,2,1,2,2,1,2,3,1,1,3,1,3,1,2,1,1,3,3,3,2,4,4,3,1,2,1,1,1,3,2,2,4,3,3,1,1,2,2,3,2,1,3,4,1,4,4,1,2,8,4,1,18,7,1,1,1,1,a levels
R_3PiuCEHExrpbuAF,1,1,3,2,3,4,3,2,2,3,3,1,4,2,3,1,4,3,3,3,3,4,2,3,4,3,2,3,2,3,1,3,5,1,1,5,4,3,1,2,1,1,1,1,1,1,2,4,2,3,5,2,4,1,4,3,3,2,4,4,4,4,4,4,4,1,2,4,4,4,3,1,1,5,1,6,6,1,2,9,3,2,19,5,2,2,1,1,A-levels
R_1QtndhcNklYF8MD,3,5,5,4,1,4,3,2,3,3,3,1,3,1,3,3,5,5,5,3,3,2,2,2,4,4,3,2,1,2,5,4,5,2,2,2,2,3,1,2,4,2,4,5,3,3,3,5,4,4,3,5,5,2,4,4,2,3,2,2,3,4,4,4,4,4,2,4,4,4,2,4,4,9,2,2,3,2,4,60,3,2,22,7,2,1,1,1,A-levels
R_poRncQma9eo5xNT,2,3,3,3,2,2,2,2,2,4,4,1,3,1,3,3,4,4,4,3,3,3,2,2,4,4,1,3,1,3,2,2,3,2,2,4,2,3,1,1,2,1,2,2,1,1,2,3,2,2,3,1,2,2,3,3,4,2,2,3,4,4,4,4,4,3,3,4,4,4,4,2,3,6,1,4,5,3,3,10,3,2,18,7,1,1,1,1,a-levels
R_1GQs7JXNf6XYvdQ,2,4,5,5,4,4,5,2,4,3,3,1,3,1,2,1,2,1,2,3,4,4,3,3,5,5,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,10,2,5,5,3,2,80,3,2,18,7,1,1,1,1,a levels
R_12JdeX27V4DObAH,4,4,4,4,4,3,4,1,4,4,3,2,3,2,2,3,4,3,3,4,3,4,1,4,4,4,2,3,2,2,3,1,3,1,1,5,3,3,1,3,2,1,2,2,2,3,2,5,4,3,4,2,3,1,4,3,3,4,4,4,4,3,3,3,3,2,3,3,4,3,2,4,3,7,1,5,2,1,3,7,2,2,45,11,1,1,1,1,Level 3 Access
R_sptQnnIUVVKez9D,2,2,2,2,2,2,5,2,2,5,5,1,3,1,1,1,1,2,1,2,2,5,2,2,5,5,1,3,1,2,2,2,3,1,1,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,3,3,1,2,2,3,1,4,4,4,4,4,3,2,2,3,3,3,2,3,2,5,2,5,5,1.5,2,8,2,1,19,7,1,1,1,1,A-level
R_2WCMEiTkuZdXulj,3,4,4,4,4,4,3,2,4,2,2,2,2,1,1,2,3,3,3,2,2,3,1,5,1,1,1,3,1,1,1,2,4,1,1,5,4,1,1,2,1,1,1,2,1,1,1,5,1,1,4,4,5,2,3,3,2,2,2,3,4,4,4,4,4,3,2,3,4,3,4,3,3,4,1,5,7,2,2,9,2,2,18,3,2,1,1,1,IB diploma 
R_2QRJOZtw64fJ0yF,1,5,1,2,3,1,4,3,3,5,4,1,4,1,2,1,5,2,3,2,1,4,3,3,4,4,1,2,1,2,5,4,5,4,4,5,5,5,2,5,5,5,4,4,4,1,3,5,4,4,3,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,1,3,7,1,2,10,3,2,18,8,1,1,1,1,BTEC
R_1OCcDDjxgCmSeOg,2,4,2,2,2,3,4,2,2,4,5,2,2,1,2,1,5,2,2,2,4,5,2,2,4,3,2,2,1,2,4,2,5,2,2,5,4,5,1,2,4,2,2,4,2,2,1,5,2,1,2,3,3,1,4,3,4,4,2,4,4,4,4,4,4,2,3,4,4,4,4,4,4,6,3,6,6,1,2,9,3,2,18,9,1,1,1,1,A-levels
R_0rHBrOrIpTpoUKZ,3,2,2,4,3,4,4,2,4,2,3,2,3,2,2,3,4,2,3,3,2,4,2,4,2,2,3,2,1,2,4,3,5,2,2,5,4,3,1,4,2,3,4,4,3,2,2,5,4,3,4,3,5,2,3,3,3,4,3,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,4,3,5,2,3,90,3,2,18,1,2,2,1,1,International Foundation Programme (IFP)
R_pcQ8QBIiuPTkXaF,3,4,4,4,2,3,4,2,2,4,3,2,2,3,4,2,4,3,3,1,2,5,1,2,2,2,2,3,2,3,1,1,3,1,2,4,3,2,1,2,5,2,1,2,5,1,2,3,3,2,4,4,4,1,4,3,4,2,2,4,4,4,3,4,4,4,3,3,3,2,4,3,4,4,1,5,2,1,3,45,3,2,53,9,1,1,1,1,Access to higher education - Science
R_3NzbBoBXiTJLC1Y,2,4,4,4,4,4,3,2,4,3,2,4,1,3,2,2,3,3,3,3,4,3,2,4,2,2,3,2,3,2,4,3,5,3,3,5,4,3,3,4,3,3,3,3,4,2,3,5,4,3,5,3,5,1,4,3,2,2,2,4,4,4,4,4,4,2,2,4,4,4,4,4,3,6,1,4,5,1,3,90,4,2,18,9,1,1,1,1,International baccalaureate diploma programme 
R_3D6MHvVQQb0wXQA,2,3,3,3,2,2,3,2,4,2,2,2,3,1,2,2,2,5,5,2,2,3,4,4,1,1,2,2,1,2,2,2,2,2,2,3,3,3,1,2,1,1,2,2,1,1,1,3,3,1,1,2,2,2,2,2,2,1,1,2,2,3,3,2,4,1,2,2,2,1,1,2,2,6,2,3,3,1,2,67,1,2,18,9,1,1,1,1, A Levels
R_uxIe7EyklP6XjEd,4,4,4,5,2,3,2,3,2,1,2,2,3,2,4,4,4,4,5,2,3,2,2,3,1,1,2,3,2,4,4,4,5,4,4,5,5,5,1,5,5,5,5,5,5,4,5,5,4,5,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,1,3,90,3,2,18,5,1,1,1,1,a levels
R_1kG0OyWr5L7K0P5,2,4,3,4,1,1,5,2,3,4,4,1,4,1,2,2,4,3,3,1,1,5,2,3,4,4,1,4,1,2,5,2,4,2,2,4,5,4,2,4,4,2,2,2,2,2,2,4,4,3,2,3,4,1,4,2,2,2,2,2,3,4,4,4,3,2,2,3,4,3,3,3,2,6,2,6,6,1,1,100,3,2,19,9,1,1,1,1,A-levels
R_3khLLYQlejO1UNb,1,2,3,2,1,2,2,1,1,2,4,1,2,1,3,1,3,3,4,1,3,4,1,1,1,3,1,2,1,3,2,1,1,1,1,2,2,3,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,4,1,2,1,2,2,1,1,2,4,1,4,1,1,1,1,2,1,4,2,5,2,4,5,2,1.5,9,5,1,19,8,1,1,1,8,BTEC
R_2ZQrLwGgDhdQUUN,1,2,1,1,3,3,4,2,2,3,4,1,4,1,2,1,2,1,1,2,2,4,2,2,4,4,1,4,1,2,3,2,3,1,3,4,3,2,1,2,2,1,1,1,2,1,1,4,2,1,2,3,3,2,3,2,2,2,4,3,3,4,4,4,4,2,2,4,3,2,4,4,3,10,1,6,7,2,5,70,4,1,18,9,2,1,1,1,A-levels
R_3CEf3ViyDGYngf7,1,3,3,3,2,1,4,2,2,2,3,3,2,1,2,1,2,3,2,2,1,4,2,2,3,2,3,2,1,2,1,2,2,1,1,4,2,2,1,2,1,2,1,1,1,1,2,4,1,2,2,1,4,3,2,3,3,2,3,2,2,4,2,4,4,4,3,4,4,4,4,3,4,5,1,4,5,2,3,7,3,2,18,10,2,1,1,1,btec level 3 extended diploma
R_1oI3AkaLhH11SZw,2,4,4,4,4,4,4,3,4,3,4,2,2,1,1,1,3,2,2,2,2,3,3,3,3,3,2,3,1,1,1,2,2,1,1,3,2,2,1,1,2,1,1,2,2,1,2,4,2,3,3,3,4,2,3,2,2,2,1,3,2,3,3,2,3,2,1,2,3,2,2,2,2,5,2,6,7,2,1,90,5,2,18,9,1,1,1,1,A Levels
R_3GE5rxqL5g4YfTd,1,2,3,2,3,3,3,5,5,1,1,2,1,1,2,1,1,2,2,3,3,4,5,4,4,4,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,2,2,2,2,1,2,3,3,3,3,3,3,1,2,1,2,2,2,1,2,3,1,3,6,2,2,90,3,2,18,5,2,1,1,1,Alevels
R_2zo9rmRanRrQw3M,1,2,1,2,3,1,5,1,3,4,4,1,3,1,2,1,2,1,1,1,1,3,1,2,3,4,1,3,1,2,1,1,1,1,1,3,2,2,1,1,1,1,2,2,1,1,1,3,3,2,1,2,2,2,3,2,1,2,3,3,2,3,4,2,2,3,1,2,3,3,2,2,2,4,2,5,7,1,3,9,3,2,18,7,1,1,1,1,A-levels
R_272L4ikwsqtudnI,2,3,4,3,3,3,3,3,3,4,3,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,2,2,1,2,3,3,4,1,1,4,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,3,2,2,2,1,2,2,3,2,3,4,3,2,2,3,2,2,4,2,5,1,4,6,1,2,10,2,2,19,8,1,1,1,1,A levels 
R_3PRjCdbmpQpszdd,1,3,2,2,3,3,3,3,3,3,4,2,3,1,2,1,3,1,2,4,4,2,2,4,3,4,2,2,1,2,2,2,4,1,1,5,3,1,1,2,1,1,2,1,3,1,1,5,2,1,3,1,2,1,4,3,3,2,2,3,2,4,4,3,3,1,2,4,3,4,4,2,3,6,1,3,5,3,2,70,3,2,18,9,1,1,1,1,A-Levels
R_4I8TiTvtemZ5Esx,1,1,4,4,2,3,4,4,3,4,4,2,2,1,2,1,3,2,2,1,2,5,4,2,5,5,1,1,1,2,2,2,5,2,4,5,5,3,2,3,1,2,2,2,5,2,3,5,1,2,5,2,5,2,1,2,2,1,1,1,2,2,3,1,1,2,1,1,1,2,1,1,1,5,2,4,7,1,2,90,4,2,18,6,1,1,1,1,A-levels
R_2EhDp7din0Y3NL4,1,3,5,3,1,1,5,3,4,1,1,1,3,1,1,5,3,2,3,3,4,2,4,5,1,3,1,4,1,4,5,3,5,1,1,5,5,3,1,3,5,4,2,1,3,1,1,5,2,1,1,1,5,3,4,3,4,4,2,4,2,3,4,4,4,3,2,3,4,4,1,3,1,3,1,4,7,2,3,70,4,2,18,7,2,1,1,1,A-Levels
R_24Cy6k7Kl6NuAK4,1,3,3,4,4,4,3,3,4,2,3,1,3,1,2,1,4,4,4,4,4,2,3,5,2,2,1,3,1,3,4,2,5,1,2,5,5,2,2,2,3,4,4,2,4,1,1,5,5,1,3,3,5,1,4,3,3,3,2,4,4,4,4,4,3,2,3,4,4,3,4,4,2,3,1,5,6,1,1,85,2,2,19,9,1,1,1,1,A levels
R_1itfZ2nETX46xb4,1,2,1,5,1,1,4,3,1,5,5,1,4,1,2,2,3,1,5,1,1,4,3,1,5,5,2,2,1,1,3,5,4,3,4,4,5,3,1,1,2,2,2,2,3,1,2,5,3,3,1,1,5,1,4,3,2,3,2,2,2,2,3,4,3,2,2,4,2,2,4,1,2,3,4,7,7,1,1,100,3,1,21,10,2,2,1,1,A in Greek A-Level
R_vJEUXyMqB159zQB,2,2,2,2,4,4,5,2,3,4,4,2,3,1,2,1,2,2,2,4,3,5,2,3,5,5,2,3,1,2,2,2,3,2,2,3,2,2,2,2,1,1,1,1,2,1,1,3,2,1,2,1,3,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,3,2,2,1,4,1,6,6,2,2,90,2,2,18,1,2,2,1,1,A-levels
R_2eQnU8XlsiRdj9G,2,4,2,3,3,2,5,4,4,4,3,1,2,1,3,1,3,3,2,3,1,5,3,4,4,3,1,3,1,2,2,1,3,1,2,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,3.5,1,5,5,0,2.5,70,3,2,18,10,2,2,1,1,A-levels
R_1EhvqpX0pfZBEzl,2,3,3,3,4,3,3,3,4,4,4,2,2,1,2,1,3,3,3,4,3,3,3,5,4,3,1,2,2,2,1,4,4,4,3,5,5,3,1,3,4,3,4,4,4,4,3,5,3,4,5,4,5,2,3,2,2,3,1,2,2,3,3,3,3,3,2,3,3,3,3,4,4,5,1,5,5,2,2,90,3,2,19,7,1,1,1,1,A Levels
R_1PaZwxhEN2KwG0a,5,4,4,3,4,4,4,1,1,1,1,2,2,1,1,2,5,5,4,3,4,4,2,1,5,4,2,2,1,1,1,1,3,2,4,5,3,5,1,2,3,1,4,3,1,1,1,5,5,2,3,4,1,2,2,2,2,1,1,2,2,4,2,2,2,2,1,2,2,4,1,4,2,9,1,2,1,3,3,100,5,2,19,7,1,1,1,1,a- levels
R_2wz7dB7eYtKybbo,5,5,5,5,4,5,1,4,5,1,1,3,1,3,2,5,5,5,4,4,5,2,2,5,2,1,4,2,2,3,5,2,5,3,2,5,5,4,1,4,1,1,1,2,1,1,1,5,4,3,2,1,5,1,2,2,3,2,2,2,3,3,2,4,4,3,2,2,4,2,2,2,3,6,3,2,7,1,2,100,3,2,20,9,1,1,1,1,A level
R_1HbKCbTdh2FaSpK,1,2,3,3,2,2,5,3,5,4,1,1,3,3,3,1,2,4,4,1,1,5,2,5,1,1,1,4,3,4,2,2,2,1,2,3,2,1,1,2,1,5,1,3,2,1,1,3,1,1,1,1,2,2,2,3,3,3,3,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,5,1,2,10,2,1,19,9,1,1,1,1,A-level / B-tec
R_1N4cd2hFqFBgzbf,1,2,2,1,3,2,4,1,3,4,3,1,3,1,2,1,2,2,1,3,3,4,1,3,4,4,1,3,1,2,1,1,2,1,1,3,3,2,1,2,1,1,1,3,1,2,1,4,2,2,1,1,2,1,4,2,4,4,2,3,4,4,4,4,4,3,3,4,4,4,4,4,3,6,1,5,6,3,2,80,4,2,19,9,1,1,1,1,A-Levels
R_1QrLtNK6Zy0RLuO,1,2,3,3,2,2,4,1,3,3,4,1,3,1,3,1,2,3,2,2,2,2,3,3,4,2,1,2,1,3,3,1,1,1,2,2,2,4,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2,3,2,3,1,2,3,3,1,2,4,2,2,3,1,2,2,3,1,3,2,4,1,3,3,1,3,90,3,1,19,9,1,1,1,1,A-levels
R_1otiuBHarYMO9UK,4,4,5,5,5,5,3,4,5,4,5,1,4,1,2,2,3,3,3,3,4,4,3,3,4,4,3,3,2,2,1,3,3,2,3,2,2,4,1,1,1,1,3,2,2,1,1,2,1,2,1,1,2,1,2,2,2,3,3,4,3,4,4,3,4,4,3,4,4,4,1,2,4,6,1,6,5,0,3,7,3,2,18,7,1,1,1,1,2020
R_2ZWC80E4hWzPHXc,2,5,5,5,3,5,3,2,5,5,5,4,1,2,2,2,5,3,3,3,4,3,2,5,5,5,4,1,2,2,1,1,2,1,1,5,2,1,1,1,2,3,1,1,3,1,2,5,1,5,2,1,5,2,2,1,2,1,1,2,2,3,4,2,2,2,1,2,2,2,2,2,2,17,1,5,6,10,2,7,5,2,38,6,2,1,1,1,Advanced Diploma Level 4
R_3hz7uFceWd0Pbbh,3,5,5,5,3,3,4,3,4,4,4,1,2,1,2,3,5,5,5,4,4,1,2,4,4,3,2,2,2,4,2,4,1,1,1,4,4,4,1,1,1,1,4,3,2,1,1,5,1,1,1,2,2,1,3,3,4,2,3,4,4,4,4,4,4,4,3,4,2,2,4,1,4,4,2,2,5,1,3,8,2,2,18,9,1,1,1,1,A levels
R_dgN114DiT3kv9nj,2,2,3,3,3,2,5,2,2,3,3,2,2,1,1,1,3,1,2,1,2,4,4,4,3,3,2,2,1,2,4,3,1,1,1,2,3,2,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,4,1,2,1,1,1,70,5,2,19,9,1,1,1,1,Alevel 
R_SOAqWkHOSIFVsdj,1,1,1,1,1,1,5,1,3,4,4,1,2,1,2,1,1,1,1,1,1,5,1,1,4,5,1,3,1,2,3,1,3,1,2,2,3,3,1,2,1,2,2,2,1,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,3,1,1,1,2,2,19,7,1,1,1,1,A levels
R_2w1CfYE1nPFthnr,3,2,2,3,2,2,3,1,3,3,2,2,3,1,2,3,3,3,1,4,3,3,1,3,4,4,2,2,1,2,2,2,3,2,3,4,3,4,2,1,1,3,2,1,2,2,3,4,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,3,3,5,3,2,8,2,2,18,7,1,1,1,1,Alevels and Btec
R_3GoLKcxs7wDohwK,2,4,1,1,3,4,2,1,2,5,5,1,4,1,1,2,4,2,2,3,4,2,1,2,5,5,1,4,1,1,3,2,5,2,1,3,3,2,4,2,2,1,2,2,1,1,1,4,1,1,2,3,2,1,3,4,4,3,4,4,4,4,4,3,4,3,2,4,4,2,3,3,3,8,4,7,6,3,2,90,5,1,18,9,1,1,1,1,BTEC
